Unnamed: 0,EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
139,140,No,30,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,,4,Married,6347.0,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7
140,141,Yes,32,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
141,142,No,45,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452.0,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3
142,143,No,38,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2
143,144,No,30,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632.0,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
144,145,No,32,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
145,146,No,30,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
146,147,No,30,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
147,148,No,41,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7
148,149,No,41,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4
149,150,No,19,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483.0,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
150,151,No,40,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,,2,Divorced,5605.0,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
151,152,No,35,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295.0,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6
152,153,No,53,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306.0,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
153,154,No,45,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
154,155,No,32,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998.0,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
155,156,No,29,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
156,157,No,51,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
157,158,No,58,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346.0,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0
158,159,No,40,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11
159,160,No,34,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231.0,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
160,161,No,22,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
161,162,No,27,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024.0,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
162,163,No,28,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
163,164,No,57,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
164,165,No,27,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566.0,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
165,166,No,50,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,,2,Single,,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
166,167,No,41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
167,168,No,30,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,,4,Married,9419.0,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
168,169,No,38,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686.0,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
169,170,No,32,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038.0,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
170,171,No,27,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058.0,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
171,172,Yes,19,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325.0,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
172,173,No,36,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
173,174,No,30,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,,1,Divorced,3072.0,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
174,175,No,45,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
175,176,No,56,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
176,177,No,33,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500.0,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
177,178,Yes,19,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102.0,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
178,179,No,46,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453.0,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
179,180,No,38,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,,4,Single,2288.0,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
180,181,No,31,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929.0,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
181,182,No,34,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
182,183,Yes,41,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
183,184,No,50,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690.0,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
184,185,No,53,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450.0,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
185,186,No,33,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,,2,Married,2756.0,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
186,187,No,40,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,,3,Married,19033.0,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9
187,188,No,55,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722.0,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
188,189,No,34,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
189,190,No,51,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,,2,Single,13734.0,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0
190,191,No,52,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999.0,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
191,192,No,27,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279.0,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
192,193,Yes,35,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916.0,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
193,194,No,43,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
194,195,No,45,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792.0,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
195,196,No,37,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564.0,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
196,197,No,35,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425.0,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
197,198,No,42,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,,3,Divorced,5265.0,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
198,199,No,38,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,,3,Married,6553.0,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
199,200,No,38,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
200,201,No,27,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0
201,202,No,49,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
202,203,No,34,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815.0,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
203,204,No,40,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,,4,Married,2741.0,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
204,205,Yes,38,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,,1,Married,,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
205,206,Yes,29,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639.0,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
206,207,No,22,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
207,208,No,36,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153.0,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
208,209,No,40,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2
209,210,No,46,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
210,211,Yes,32,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400.0,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
211,212,No,30,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474.0,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
212,213,No,27,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981.0,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
213,214,No,51,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490.0,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
214,215,Yes,30,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
215,216,No,41,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591.0,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
216,217,Yes,30,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,,1,Single,6696.0,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
217,218,Yes,29,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058.0,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
218,219,No,45,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,8865.0,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
219,220,No,54,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,5940.0,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
220,221,No,36,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,5914.0,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
221,222,No,33,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,2622.0,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
222,223,No,37,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185.0,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
223,224,No,38,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
224,225,No,31,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345.0,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
225,226,No,59,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,2177.0,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
226,227,No,37,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,2793.0,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
227,228,No,29,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918.0,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
228,229,No,35,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789.0,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
229,230,Yes,29,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,2389.0,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
230,231,No,52,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,,4,Single,3212.0,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2
231,232,No,42,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,19232.0,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15
232,233,No,59,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267.0,25657,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2
233,234,No,50,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517.0,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
234,235,Yes,33,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436.0,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4
235,236,No,43,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064.0,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
236,237,Yes,33,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707.0,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
237,238,No,52,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068.0,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12
238,239,No,32,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931.0,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
239,240,Yes,32,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730.0,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2
240,241,No,39,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,,3,Divorced,2232.0,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
241,242,No,32,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,,4,Married,4465.0,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
242,243,No,41,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072.0,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0
243,244,No,40,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319.0,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7
244,245,No,45,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,19202.0,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
245,246,No,31,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675.0,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
246,247,No,33,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,,4,Married,,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
247,248,No,34,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,5957.0,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
248,249,No,37,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920.0,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2
249,250,No,45,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434.0,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2
250,251,Yes,37,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048.0,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0
251,252,No,39,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938.0,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
252,253,No,29,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
253,254,No,42,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545.0,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
254,255,No,29,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931.0,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
255,256,No,25,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898.0,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
256,257,No,42,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8
257,258,No,40,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436.0,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9
258,259,No,51,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0
259,260,Yes,31,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479.0,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
260,261,No,32,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794.0,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3
261,262,No,38,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
262,263,No,32,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176.0,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
263,264,No,46,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872.0,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
264,265,Yes,28,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485.0,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
265,266,No,29,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644.0,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
266,267,No,31,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582.0,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
267,268,No,25,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000.0,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
268,269,No,45,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
269,270,No,36,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,,4,Married,,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
270,271,No,55,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,,1,Single,19045.0,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
271,272,Yes,47,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
272,273,No,28,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070.0,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
273,274,No,37,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502.0,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
274,275,No,21,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230.0,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
275,276,No,37,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603.0,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
276,277,No,35,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,,2,Divorced,11996.0,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
277,278,No,38,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605.0,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
278,279,No,26,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,,2,Divorced,6397.0,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
279,280,No,50,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144.0,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
280,281,No,53,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
